Timestamp,Age,Gender,Country,State,Occupation,Do you work/study in you state of Residence?,"Financially, which period was more difficult for you?","Emotionally / mentally, which period was more difficult for you?",During which period was your health more affected?,Did you or someone you know suffer from covid19?,Who suffered from covid19?,How severe was the condition,How were you feeling during this time?,How did your interaction with friends change during covid19?,What was your major method of connecting with friends during lockdown?,How was your relationship with your family affected during covid19?,How do you feel about change in interaction with the colleagues/ classmates/ customers?,Did you feel that in case of emergency you can rely on friends/relatives for help,How was your occupation affected by covid19?,How was your studies affected by covid19?,Did your household expenditure increase or decrease?,Did you receive any incentive or financial help from government/bank?,Did your family had to make extra healthcare expenditure during covid19?,Does that person in your family have health insurance?,Did you have to take loan or insurance?,Did you feel anxious about your future during lockdown?,Did you feel lonely during lockdown?,Did you feel frustrated being confined at home for long time?,How many times you became a part of family argument?,Did you feel downhearted or depressed during lockdown/ covid?,How did change in occupation/ studies affect you emotionally and mentally?,Do you agree with the rule of complete lockdown in case of any future pandemic?,Do you feel more prepared to handle such situation in future?,"Do you feel that the healthcare, government, financial and educational sectors are capable of handling such situation in future?"
10/18/2021 16:46:04,20,Male,India,Jammu and Kashmir,Student,No,Similar during both,2nd wave(2021),My health was not affected,Yes,Close friend,2,Little worried,1,Text,4,Interaction became difficult,2,Not relevant for me,Declined,Decrease,No,No,,,Most of the time,Most of the time,Most of the time,Every other day,Sometimes,Stressed,Yes,Yes,Maybe
10/18/2021 17:19:28,19,Female,India,Up,Student,No,Similar during both,1st wave(2020),My health was not affected,No,,,,2,Video Call,5,Interaction became difficult,5,No Change,Normal,No change,No,Yes,Yes,None,Most of the time,Sometimes,Most of the time,sometimes,Most of the times,Stressed,No,Yes,No
10/18/2021 18:34:43,19,Male,India,Uttar Pradesh,Student,Yes,1st wave(2020),1st wave(2020),My health was not affected,Yes,Close friend,2,Little worried,3,Call,4,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Normal,No,Yes,Yes
10/18/2021 18:35:54,20,Female,India,Haryana,Student,No,1st wave(2020),Similar during both,2nd wave(2021),Yes,Family member,3,Stressed,2,Text,4,Interaction became difficult,3,Not relevant for me,Declined,Increase,No,No,,,Most of the time,Sometimes,Most of the time,sometimes,Sometimes,Stressed,Maybe,Yes,Maybe
10/18/2021 19:08:29,30,Male,India,Maharashtra,Corporate,Yes,2nd wave(2021),2nd wave(2021),1st wave(2020),No,,,,4,Text,5,It became more interactive,4,No Change,Not relevant for me,No change,No,Yes,Yes,None,Sometimes,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Yes,Yes,Maybe
10/18/2021 19:12:52,20,Male,India,Uttar Pradesh,Student,Yes,Similar during both,1st wave(2020),2nd wave(2021),No,,,,1,Text,5,Interaction became difficult,5,Not relevant for me,Normal,Increase,No,No,,,Most of the time,Rarely,Sometimes,sometimes,Rarely,Normal,No,Yes,No
10/18/2021 19:14:48,20,Male,India,Uttar Pradesh,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",5,Stressed,4,Text,4,Interaction became difficult,1,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Sometimes,Rarely,Most of the time,sometimes,Rarely,Not relevant,Yes,Yes,No
10/18/2021 19:51:03,20,Male,India,Uttar Pradesh,Student,No,2nd wave(2021),1st wave(2020),My health was not affected,Yes,Close friend,4,Stressed,3,Video Call,5,Interaction became difficult,1,Not relevant for me,Improved,Increase,Yes,No,,,Rarely,Sometimes,Rarely,Very Rare,Rarely,Normal,Maybe,Maybe,Maybe
10/18/2021 19:56:25,40,Male,India,Chhattisgarh,Government,Yes,Similar during both,1st wave(2020),1st wave(2020),Yes,Myself,2,Little worried,3,Call,2,Interaction completely stopped,3,Not relevant for me,Not relevant for me,Increase,No,Yes,No,None,Sometimes,Never,Never,Very Rare,Rarely,Not relevant,No,Yes,Yes
10/18/2021 20:31:28,40,Male,India,Chhattisgarh,Government,Yes,1st wave(2020),Similar during both,2nd wave(2021),Yes,Myself,1,Little worried,3,Call,3,I felt no change,4,No Change,Not relevant for me,Decrease,Yes,Yes,No,Loan,Most of the time,Sometimes,Sometimes,Very Rare,Rarely,Stressed,Maybe,Yes,Yes
10/18/2021 20:32:51,34,Male,India,Chhattisgarh,Education,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),No,,,,3,Call,3,Interaction became difficult,3,Pay /Income decreased,Normal,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,sometimes,Sometimes,Stressed,Yes,Yes,No
10/18/2021 20:33:08,36,Male,India,Chhattisgarh,Government,Yes,Similar during both,2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",2,Little worried,3,Call,2,Interaction became difficult,2,No Change,Not relevant for me,Increase,No,Yes,No,Insurance,Sometimes,Sometimes,Rarely,Not at all,Rarely,Not relevant,Yes,Maybe,Yes
10/18/2021 20:33:37,41,Male,India,UTTAR PRADESH,Business,Yes,1st wave(2020),2nd wave(2021),2nd wave(2021),No,,,,5,Face to face,5,I felt no change,5,Pay /Income decreased,Declined,Increase,No,Yes,No,None,Most of the time,Sometimes,Sometimes,Not at all,Sometimes,Stressed,No,Maybe,No
10/18/2021 20:38:45,21,Male,India,Uttar Pradesh,Student,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",2,Little worried,1,Call,4,I felt no change,1,Not relevant for me,Declined,No change,No,Yes,No,None,Never,Rarely,Sometimes,Not at all,Sometimes,Normal,Yes,Yes,Yes
10/18/2021 20:45:10,20,Female,India,Uttar Pradesh,Student,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Family member,3,Stressed,1,Text,4,Interaction became difficult,1,Pay /Income decreased,Declined,Increase,No,Yes,Yes,Insurance,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Yes,Yes,Yes
10/18/2021 21:09:35,26,Male,India,Bihar,Self Employed,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Close friend,3,Little worried,4,Video Call,3,I felt no change,3,Got new job / Started new Business,Not relevant for me,Increase,No,Yes,Yes,Loan,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Normal,No,Yes,Maybe
10/18/2021 21:33:21,20,Male,India,Uttar Pradesh,Student,No,Similar during both,2nd wave(2021),My health was not affected,Yes,Family member,2,Little worried,2,Call,4,I felt no change,5,No Change,Declined,Increase,Yes,Yes,Yes,None,Sometimes,Sometimes,Sometimes,Not at all,Never,Normal,Yes,Maybe,Maybe
10/18/2021 21:41:27,19,Male,India,West Bengal,Student,No,1st wave(2020),Similar during both,My health was not affected,Yes,Family member,2,Little worried,3,Call,4,I felt no change,3,Not relevant for me,Normal,Increase,No,Yes,Yes,None,Sometimes,Most of the time,Most of the time,sometimes,Sometimes,Stressed,Yes,Yes,Maybe
10/18/2021 21:48:36,17,Female,India,Uttar Pradesh,Student,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",3,Stressed,1,Text,3,Interaction became difficult,2,Not relevant for me,Declined,No change,No,Yes,Yes,None,Most of the time,Most of the time,Most of the time,sometimes,Sometimes,Stressed,Maybe,Yes,Yes
10/18/2021 21:56:00,18,Female,India,Uttar pradesh,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Myself,3,Stressed,3,Text,3,Interaction became difficult,5,Not relevant for me,Declined,No change,No,Yes,No,None,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Maybe,No,Maybe
10/18/2021 22:15:39,18,Female,India,Delhi,Student,No,1st wave(2020),2nd wave(2021),My health was not affected,Yes,Family member,5,Stressed,3,Call,5,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Sometimes,Most of the time,sometimes,Sometimes,Stressed,Yes,Yes,Maybe
10/18/2021 22:15:45,15,Female,India,Uttar Pradesh,Student,Yes,Similar during both,1st wave(2020),Similar during both,Yes,Family member,3,Stressed,1,Text,5,Interaction became difficult,5,Not relevant for me,Normal,Increase,No,Yes,Yes,None,Most of the time,Sometimes,Most of the time,Very Rare,Sometimes,Normal,Yes,Maybe,Yes
10/18/2021 22:17:11,18,Female,India,Uttar Pradesh,Student,No,Similar during both,Similar during both,My health was not affected,Yes,Family member,5,Stressed,3,Video Call,4,Interaction became difficult,5,Not relevant for me,Declined,No change,No,No,,,Most of the time,Sometimes,Most of the time,Every other day,Most of the times,Stressed,No,Maybe,No
10/18/2021 22:18:07,20,Female,India,UTTAR PRADESH,Student,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",3,Little worried,1,Text,4,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Sometimes,Sometimes,Very Rare,Sometimes,Stressed,Yes,Yes,Maybe
10/18/2021 22:18:41,47,Male,India,JHARKHAND,Government,Yes,Similar during both,2nd wave(2021),My health was not affected,Yes,Family member,3,Stressed,3,Call,4,I felt no change,4,No Change,Not relevant for me,Decrease,No,Yes,No,None,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Normal,Yes,Yes,Yes
10/18/2021 22:25:45,18,Male,India,U.P.,Student,Yes,Similar during both,Similar during both,My health was not affected,Yes,Close friend,4,Stressed,4,Video Call,4,Interaction became difficult,4,Not relevant for me,Declined,Decrease,No,No,,,Sometimes,Rarely,Rarely,Not at all,Rarely,Stressed,Yes,Yes,Yes
10/18/2021 23:02:16,20,Male,INDIA,UP,Student,Yes,1st wave(2020),2nd wave(2021),2nd wave(2021),Yes,Close friend,4,Little worried,4,Call,3,Interaction became difficult,3,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Most of the time,Every other day,Most of the times,Stressed,Maybe,No,No
10/19/2021 9:09:36,21,Male,India,Jharkhand,Student,No,Similar during both,Similar during both,Similar during both,No,,,,5,Meeting face to face,5,It became more interactive,1,No Change,Not relevant for me,No change,No,No,,,Never,Never,Never,Not at all,Never,Not relevant,Yes,Yes,Yes
10/19/2021 9:17:01,23,Male,India,Uttarpradesh,Student,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,3,Stressed,4,Call,4,I felt no change,5,Pay /Income increased,Declined,Decrease,No,Yes,Yes,Insurance,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Normal,Yes,Yes,No
10/19/2021 10:12:37,20,Male,India,Madhyapradesh,Student,No,Similar during both,Similar during both,My health was not affected,Yes,Family member,5,Stressed,1,Text,2,Interaction became difficult,1,Not relevant for me,Declined,Increase,No,Yes,No,Loan,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Maybe,Yes,Yes
10/19/2021 10:13:49,20,Male,India,Bihar,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",3,Stressed,1,Text,3,Interaction became difficult,3,No Change,Declined,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,sometimes,Sometimes,Stressed,Maybe,Yes,No
10/19/2021 10:15:41,19,Male,India,Uttar Pradesh,Student,Yes,Similar during both,2nd wave(2021),1st wave(2020),Yes,"Myself, Family member, Close friend",4,Little worried,2,Text,2,Interaction completely stopped,4,No Change,Declined,Increase,No,Yes,Yes,Insurance,Sometimes,Rarely,Sometimes,Every other day,Rarely,Normal,No,Yes,No
10/19/2021 10:16:24,19,Male,India,Rajasthan,Student,No,Similar during both,Similar during both,My health was not affected,No,,,,1,Call and text,3,Interaction completely stopped,3,Not relevant for me,Declined,No change,No,Yes,Yes,None,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Stressed,No,Yes,Yes
10/19/2021 10:17:27,51,Male,India,Himachal Pradesh,Self Employed,Yes,Similar during both,2nd wave(2021),My health was not affected,Yes,Close friend,5,Stressed,3,Call,4,Interaction became difficult,3,Pay /Income decreased,Not relevant for me,No change,No,No,,,Sometimes,Rarely,Never,Very Rare,Rarely,Stressed,Yes,Yes,Yes
10/19/2021 10:19:41,19,Male,India,Maharashtra,Student,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,1,Not worried,5,Video Call,3,It became more interactive,3,Not relevant for me,Declined,No change,No,No,,,Most of the time,Sometimes,Rarely,Not at all,Sometimes,Stressed,No,Yes,No
10/19/2021 10:22:14,18,Male,India,Bihar,Student,Yes,1st wave(2020),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",3,Little worried,2,Text,4,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,Yes,No,Loan,Most of the time,Sometimes,Most of the time,sometimes,Sometimes,Stressed,No,Yes,No
10/19/2021 10:22:15,20,Male,India,Andhra Pradesh,Student,No,1st wave(2020),1st wave(2020),Similar during both,Yes,Family member,5,Stressed,1,Call,4,Interaction became difficult,4,Not relevant for me,Improved,Increase,No,Yes,No,Govt bares,Rarely,Never,Never,sometimes,Rarely,Normal,No,Yes,Yes
10/19/2021 10:29:41,20,Male,India,Uttar Pradesh,Student,Yes,Similar during both,1st wave(2020),2nd wave(2021),Yes,Family member,2,Little worried,5,Text,5,I felt no change,5,Not relevant for me,Normal,No change,No,Yes,Yes,None,Sometimes,Never,Never,sometimes,Rarely,Normal,No,Yes,Yes
10/19/2021 10:30:47,20,Male,India,Jharkhand,Student,No,1st wave(2020),1st wave(2020),My health was not affected,Yes,Close friend,4,Little worried,2,Call,5,Interaction became difficult,5,Not relevant for me,Declined,Decrease,No,No,,,Never,Sometimes,Most of the time,Very Rare,Rarely,Relaxed,No,Yes,No
10/19/2021 10:34:11,18,Male,India,Rajasthan,Student,Yes,2nd wave(2021),2nd wave(2021),1st wave(2020),Yes,Myself,1,Not worried,3,Call,4,I felt no change,1,Not relevant for me,Declined,Increase,No,Yes,No,None,Sometimes,Never,Never,Not at all,Never,Normal,Yes,Yes,Maybe
10/19/2021 10:37:35,18,Male,India,Rajasthan,Student,No,1st wave(2020),2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",5,Little worried,2,Text,4,Interaction became difficult,4,Not relevant for me,Declined,Decrease,No,Yes,Yes,None,Most of the time,Sometimes,Sometimes,Every other day,Rarely,Normal,No,Yes,No
10/19/2021 10:38:44,19,Male,India,Uttarakhand,Student,No,Similar during both,Similar during both,My health was not affected,No,,,,1,Video Call,5,Interaction completely stopped,3,Not relevant for me,Improved,Decrease,No,Yes,No,None,Sometimes,Sometimes,Most of the time,Very Rare,Rarely,Normal,Maybe,Yes,No
10/19/2021 10:38:46,18,Male,India,Uttar Pradesh,Student,No,Similar during both,Similar during both,My health was not affected,Yes,"Family member, Close friend",3,Stressed,1,Call,1,Interaction completely stopped,1,Not relevant for me,Declined,Decrease,No,No,,,Most of the time,Most of the time,Most of the time,Very Rare,Most of the times,Normal,No,No,No
10/19/2021 10:42:41,19,Male,India,Uttar Pradesh,Student,No,2nd wave(2021),1st wave(2020),2nd wave(2021),Yes,Family member,3,Not worried,1,Call,2,Interaction became difficult,2,Not relevant for me,Declined,No change,No,No,,,Sometimes,Most of the time,Most of the time,sometimes,Rarely,Not relevant,No,Yes,Maybe
10/19/2021 10:42:48,20,Male,India,Maharashtra,Student,Yes,Similar during both,Similar during both,My health was not affected,No,,,,1,Text,5,Interaction completely stopped,1,Got new job / Started new Business,Not relevant for me,Increase,No,No,,,Most of the time,Most of the time,Most of the time,Very Rare,Most of the times,Stressed,No,Yes,No
10/19/2021 10:44:02,20,Male,India,Rajasthan,Student,No,1st wave(2020),2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",4,Stressed,2,Text,4,Interaction became difficult,3,Pay /Income decreased,Declined,Increase,No,Yes,Yes,None,Sometimes,Most of the time,Most of the time,Very Rare,Sometimes,Normal,Yes,Yes,No
10/19/2021 10:45:04,17,Male,India,Uttar Pradesh,Student,Yes,2nd wave(2021),Similar during both,2nd wave(2021),Yes,Family member,5,Stressed,5,Text,3,Interaction became difficult,5,Not relevant for me,Declined,No change,No,Yes,Yes,My family already have a health insurance.,Sometimes,Sometimes,Most of the time,Not at all,Most of the times,Stressed,Maybe,Maybe,Maybe
10/19/2021 10:45:53,22,Male,India,Uttar Pradesh,Student,No,Similar during both,1st wave(2020),My health was not affected,Yes,Close friend,1,Little worried,3,Video Call,5,Interaction completely stopped,5,Not relevant for me,Normal,Decrease,No,Yes,Yes,None,Most of the time,Sometimes,Sometimes,Every other day,Sometimes,Normal,Yes,Yes,No
10/19/2021 10:53:43,20,Male,India,Uttar Pradesh,Student,No,Similar during both,2nd wave(2021),My health was not affected,No,,,,1,Text,4,Interaction became difficult,5,Not relevant for me,Normal,No change,No,Yes,No,None,Sometimes,Sometimes,Most of the time,Very Rare,Sometimes,Stressed,Yes,Yes,Maybe
10/19/2021 10:56:17,20,Male,India,Uttar Pradesh,Student,Yes,Similar during both,1st wave(2020),1st wave(2020),Yes,"Myself, Family member, Close friend",1,Not worried,1,Text,4,Interaction became difficult,5,No Change,Declined,No change,No,No,,,Sometimes,Sometimes,Most of the time,sometimes,Sometimes,Stressed,Maybe,Yes,No
10/19/2021 10:57:50,18,Male,india,telangana,Student,No,Similar during both,Similar during both,My health was not affected,Yes,Family member,3,Little worried,2,Text,2,Interaction became difficult,1,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Most of the time,Most of the time,Most of the time,Every other day,Rarely,Stressed,Yes,Yes,Maybe
10/19/2021 11:00:01,18,Male,India,UTTAR PRADESH,Student,No,2nd wave(2021),Similar during both,My health was not affected,Yes,Close friend,1,Little worried,1,Text,3,Interaction completely stopped,5,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,sometimes,Sometimes,Stressed,Maybe,Maybe,No
10/19/2021 11:02:51,19,Male,India,West Bengal,Student,No,1st wave(2020),1st wave(2020),My health was not affected,Yes,Family member,5,Little worried,3,Text,4,Interaction completely stopped,3,No Change,Declined,Increase,No,No,,,Most of the time,Most of the time,Most of the time,Very Rare,Most of the times,Stressed,Yes,Yes,Yes
10/19/2021 11:04:13,19,Female,Saudi Arabia,Eastern Province - Al Jubail,Student,No,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Close friend,2,Stressed,4,Text,4,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Most of the time,Very Rare,Rarely,Stressed,Maybe,Yes,Yes
10/19/2021 11:09:29,19,Male,India,Rajasthan,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member",2,Stressed,1,Text,3,Interaction completely stopped,3,Not relevant for me,Declined,Decrease,No,Yes,Yes,None,Sometimes,Sometimes,Sometimes,sometimes,Most of the times,Stressed,Yes,Yes,No
10/19/2021 11:18:15,20,Male,India,Uttarpradesh,Student,No,Similar during both,Similar during both,2nd wave(2021),Yes,Close friend,3,Stressed,1,Text,3,Interaction became difficult,1,Lost job/ Business Closed,Normal,No change,No,Yes,No,None,Most of the time,Most of the time,Rarely,Every other day,Sometimes,Stressed,Yes,Maybe,No
10/19/2021 11:21:20,19,Male,India,Jharkhand,Student,No,Similar during both,Similar during both,2nd wave(2021),Yes,Close friend,5,Stressed,3,Text,5,Interaction became difficult,2,Not relevant for me,Declined,No change,No,Yes,No,None,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Yes,Yes,Yes
10/19/2021 11:26:23,19,Male,India,RAJASTHAN,Student,Yes,1st wave(2020),Similar during both,My health was not affected,No,,,,3,Video Call,5,Interaction completely stopped,3,Not relevant for me,Improved,No change,No,Yes,No,None,Sometimes,Never,Sometimes,Very Rare,Never,Normal,Maybe,Yes,Yes
10/19/2021 11:34:19,20,Male,India,Rajasthan,Student,No,2nd wave(2021),Similar during both,2nd wave(2021),No,,,,1,Call,4,Interaction became difficult,3,Not relevant for me,Declined,No change,No,Yes,No,None,Sometimes,Sometimes,Most of the time,Not at all,Most of the times,Stressed,No,Maybe,No
10/19/2021 11:38:32,18,Male,India,Bihar,Student,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Close friend,3,Little worried,1,Text,5,Interaction became difficult,4,Not relevant for me,Improved,Increase,Yes,No,,,Rarely,Rarely,Rarely,Very Rare,Rarely,Relaxed,No,Yes,Yes
10/19/2021 11:57:22,20,Male,India,Andhra Pradesh,Student,No,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Myself,3,Not worried,1,Call,3,Interaction became difficult,5,Not relevant for me,Normal,Decrease,No,Yes,Yes,None,Sometimes,Most of the time,Most of the time,Every other day,Sometimes,Not relevant,No,Maybe,Maybe
10/19/2021 12:06:22,19,Male,India,UTTAR PRADESH,Student,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Family member,5,Little worried,3,Video Call,4,It became more interactive,4,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Yes,Yes,Yes
10/19/2021 12:07:20,19,Male,India,Haryana,Student,No,Similar during both,2nd wave(2021),My health was not affected,Yes,Family member,5,Stressed,2,Call,3,Interaction became difficult,4,Not relevant for me,Declined,No change,No,No,,,Sometimes,Most of the time,Sometimes,sometimes,Sometimes,Stressed,No,Yes,Maybe
10/19/2021 12:08:17,18,Male,INDIA,RAJASTHAN,Student,Yes,Similar during both,2nd wave(2021),Similar during both,Yes,Close friend,3,Little worried,1,Text,2,Interaction became difficult,3,Pay /Income decreased,Declined,Decrease,No,Yes,No,None,Rarely,Most of the time,Most of the time,Every other day,Sometimes,Stressed,Yes,Yes,Maybe
10/19/2021 12:22:15,19,Male,India,Uttar Pradesh,Student,No,1st wave(2020),2nd wave(2021),My health was not affected,Yes,Family member,4,Stressed,3,Text,4,Interaction became difficult,3,Not relevant for me,Declined,Decrease,No,Yes,No,None,Sometimes,Most of the time,Sometimes,sometimes,Sometimes,Stressed,Yes,Yes,Maybe
10/19/2021 12:50:48,19,Male,India,Andhra Pradesh,Student,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,"Myself, Family member, Close friend",3,Little worried,3,Call,4,Interaction became difficult,5,Not relevant for me,Declined,Increase,No,Yes,No,None,Sometimes,Most of the time,Most of the time,sometimes,Rarely,Normal,Maybe,Yes,Yes
10/19/2021 13:06:12,19,Male,India,Uttar pradesh,Student,Yes,Similar during both,Similar during both,My health was not affected,No,,,,2,Call,2,Interaction became difficult,4,Not relevant for me,Declined,No change,No,Yes,No,None,Sometimes,Most of the time,Sometimes,sometimes,Sometimes,Stressed,Yes,Maybe,Maybe
10/19/2021 13:15:26,19,Male,India,Uttar Pradesh,Student,No,Similar during both,Similar during both,My health was not affected,Yes,"Family member, Close friend",3,Little worried,3,Text,5,I felt no change,5,Not relevant for me,Normal,No change,No,No,,,Rarely,Never,Never,Not at all,Never,Normal,Yes,Yes,Maybe
10/19/2021 13:20:59,18,Male,India,Uttar Pradesh,Student,Yes,2nd wave(2021),Similar during both,2nd wave(2021),Yes,"Family member, Close friend",2,Little worried,2,Video Call,5,I felt no change,5,Pay /Income decreased,Declined,Increase,No,Yes,No,None,Sometimes,Most of the time,Most of the time,sometimes,Sometimes,Stressed,No,Yes,No
10/19/2021 13:30:16,20,Male,India,Uttar Pradesh,Student,Yes,Similar during both,1st wave(2020),2nd wave(2021),Yes,"Myself, Family member, Close friend",3,Stressed,3,Call,5,Interaction became difficult,3,Not relevant for me,Declined,Increase,No,Yes,No,My father works in Indian Railways so we got medical card under which we got medicines/treatment free of cost.,Sometimes,Rarely,Sometimes,Very Rare,Most of the times,Stressed,Maybe,Yes,No
10/19/2021 13:44:25,17,Female,India,Jharkhand,Student,No,Similar during both,Similar during both,1st wave(2020),No,,,,1,Text,4,Interaction completely stopped,3,No Change,Declined,No change,No,Yes,No,None,Sometimes,Most of the time,Most of the time,Not at all,Most of the times,Stressed,Maybe,Maybe,Maybe
10/19/2021 13:47:46,19,Male,India,Jharkhand,Student,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Close friend,1,Little worried,1,Text,5,Interaction became difficult,3,Not relevant for me,Declined,Decrease,Yes,Yes,Yes,Loan,Most of the time,Sometimes,Sometimes,sometimes,Sometimes,Stressed,Yes,Yes,Yes
10/19/2021 14:17:47,19,Male,India,Uttar Pradesh,Student,No,1st wave(2020),2nd wave(2021),2nd wave(2021),Yes,Family member,5,Stressed,1,Call,3,Interaction became difficult,2,Not relevant for me,Declined,No change,No,Yes,Yes,None,Sometimes,Sometimes,Sometimes,Very Rare,Sometimes,Normal,Maybe,No,No
10/19/2021 14:32:16,19,Male,India,Maharashtra,Student,Yes,Similar during both,Similar during both,Similar during both,Yes,"Myself, Family member, Close friend",5,Stressed,1,Text,1,Interaction completely stopped,1,Not relevant for me,Declined,No change,No,Yes,No,None,Most of the time,Most of the time,Sometimes,Every other day,Most of the times,Stressed,Yes,Yes,Maybe
10/19/2021 14:36:11,20,Male,India,Uttar Pradesh,Student,No,Similar during both,Similar during both,My health was not affected,Yes,Family member,3,Little worried,2,Meet ups,3,I felt no change,5,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Most of the time,Sometimes,Never,Very Rare,Rarely,Not relevant,Yes,Yes,Maybe
10/19/2021 14:42:49,34,Female,India,Himachal Pradesh,Government,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Close friend,3,Little worried,2,Call,3,Interaction became difficult,3,Not relevant for me,Not relevant for me,No change,No,No,,,Rarely,Rarely,Rarely,sometimes,Never,Not relevant,Maybe,Maybe,Yes
10/19/2021 15:27:36,19,Male,India,Pondicherry,Student,No,1st wave(2020),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member",3,Not worried,4,We used go out by bike,4,I felt no change,3,No Change,Normal,Increase,No,Yes,No,None,Rarely,Sometimes,Sometimes,Every other day,Sometimes,Not relevant,No,No,No
10/19/2021 16:13:09,19,Male,India,Delhi,Student,Yes,Similar during both,1st wave(2020),1st wave(2020),Yes,Family member,3,Little worried,1,Text,2,Interaction became difficult,3,Not relevant for me,Improved,No change,No,Yes,Yes,None,Sometimes,Most of the time,Most of the time,Every other day,Most of the times,Normal,Yes,No,Maybe
10/19/2021 17:33:17,19,Male,India,Uttar Pradesh,Student,Yes,Similar during both,Similar during both,Similar during both,Yes,Close friend,2,Little worried,5,Video Call,3,I felt no change,5,Not relevant for me,Declined,Decrease,No,No,,,Most of the time,Most of the time,Most of the time,Not at all,Sometimes,Not relevant,Yes,Yes,No
10/19/2021 19:23:50,17,Male,India,Jharkhand,Student,Yes,Similar during both,Similar during both,My health was not affected,No,,,,2,Text,5,Interaction completely stopped,3,No Change,Declined,Decrease,No,No,,,Sometimes,Never,Never,sometimes,Never,Normal,Maybe,Maybe,Maybe
10/20/2021 8:15:05,19,Male,India,Uttar Pradesh,Student,No,Similar during both,2nd wave(2021),2nd wave(2021),Yes,"Myself, Close friend",2,Little worried,1,Call,5,Interaction became difficult,4,Not relevant for me,Declined,Decrease,No,Yes,No,Loan,Most of the time,Sometimes,Most of the time,Very Rare,Most of the times,Stressed,No,Yes,Maybe
10/20/2021 9:28:08,20,Male,India,Uttar Pradesh,Student,No,Similar during both,Similar during both,1st wave(2020),No,,,,1,Text,2,Interaction became difficult,3,Not relevant for me,Declined,No change,No,No,,,Most of the time,Sometimes,Sometimes,sometimes,Sometimes,Stressed,No,Maybe,No
10/20/2021 10:03:54,20,Male,India,Kerela,Student,No,1st wave(2020),1st wave(2020),2nd wave(2021),Yes,"Myself, Family member",1,Little worried,3,Text,4,Interaction became difficult,5,Not relevant for me,Declined,No change,No,No,,,Most of the time,Sometimes,Most of the time,sometimes,Most of the times,Stressed,No,Maybe,No
